ID_EVENEMENT,NOM_EVENEMENT,TYPE_EVENEMENT,EVENEMENT_ENVERGURE,NOM_ZONE,NOM_SPOT_A1S,DATE,TYPES_MILIEUX,REGION,DEPARTEMENT,NIVEAU_CARAC,NOM_VILLE,CODE_POSTAL,NOM_STRUCTURE,ID_STRUCTURE,COORD_GPS_X,COORD_GPS_Y
2554,WCUD 2023 - Collecte du Village du Soleil,Ramassage,World Cleanup Day,,,2023-09-16,Zone naturelle ou rurale (hors littoral et montagne)/Champ - prairie - lande - garrigue - maquis/Présent au sol (abandonné),Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Aix-en-Provence,13540,Zorro Déchet Pays d'Aix,401,5.431976437585,43.589619914376
2553,Nettoyage Monaco Marine,Ramassage,,Port de plaisance de Beaulieu,,2023-09-23,Littoral (terrestre)/Port/Flottant et Fond,Région Sud Provence Alpes Côtes D'Azur,Alpes-Maritimes,1,Beaulieu-sur-Mer,06310,Bleu gorgone,116,7.3361120225309,43.706381678371
2552,World Cleanup Day Nice,Ramassage,World Cleanup Day,Parking du Phare,,2023-09-16,Mer - Océan/Mer - Océan/Flottant et Fond,Région Sud Provence Alpes Côtes D'Azur,Alpes-Maritimes,1,Nice,06300,Bleu gorgone,116,7.2830085777969,43.693565839725
2551,"Collecte World Clean Up day - Dans l'eau, sur l'eau, à terre - Port St-Louis du Mourillon - Toulon",Ramassage,,,Plages de Pipady au Mourillon,2023-09-30,Littoral (terrestre)/Port/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83090,Chercheurs en herbe,36,5.9369773864091,43.107161270388
2550,Dépollution de la plage du GOURON MS,Ramassage,Opération Wings of the Ocean - Mission Sud,,,2023-09-05,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Var,2,Bormes-les-Mimosas,83230,Wings of the Ocean,146,6.3641175627708,43.124868630721
2549,Colletce Alisu,Ramassage,,,La plage d’Aliso,2023-09-04,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Corse,Haute-Corse,4,Morsiglia,20238,Mare Vivu,63,9.3617420220107,42.924230937035
2548,Collecte Pietracorbara,Ramassage,,,Plage de Pietracorbara,2023-09-01,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Corse,Haute-Corse,4,Pietracorbara,20233,Mare Vivu,63,9.480068207049,42.839652353162
2547,Adopt Risoul 1850 #2,Ramassage,Montagne Zéro Déchet,,Front de neige Risoul 1850,2023-09-01,Montagne/Station de ski/Présent au sol (abandonné),Région Sud Provence Alpes Côtes D'Azur,Hautes-Alpes,2,Risoul,05600,Mountain Riders,102,6.6331673794775,44.621937850957
2546,Nettoyons la planète,Ramassage,World Cleanup Day,"le littoral, les plages, la pinède , les abords",,2023-09-15,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Var,2,Saint-Mandrier-sur-Mer,83430,Ville de Saint Mandrier sur mer,425,5.9074687957764,43.071950306626
2545,ARVIK Ocean - Beach cleaning at Tarbert in Scotland,Ramassage,,,,2023-08-30,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Echoué",,Na h-Eileanan Siar,3,,HS3 3DP,Plaisanciers labellisés Wings of the Ocean,628,-6.7822337150574,57.883154947541
2544,MZD Stop Waste Tour 2023,Ramassage,Montagne Zéro Déchet,,,2023-09-02,Montagne/Piste de ski/Présent au sol (abandonné),Auvergne Rhône Alpes,Savoie,2,Bourg-Saint-Maurice,73700,Mountain Riders,102,6.7932307720184,45.594888493615
2543,Ramassage les Hippocampes 02/09/23,Ramassage,Opération Wings of the Ocean - Etang de Thau,,,2023-09-02,Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué,Occitanie,Hérault,3,Sète,34200,Wings of the Ocean,146,3.6674916744232,43.415784772266
2542,World Clean up Day au Mugel,Ramassage,World Cleanup Day,,,2023-09-16,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,La Ciotat,13600,Atelier Bleu - CPIE Côte Provençale,218,5.60566198792,43.164893606456
2541,Dépollution plage Pereire,Ramassage,Opération Wings of the Ocean - Bassin d'Arcachon,,,2023-09-03,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Nouvelle Aquitaine,Gironde,3,Arcachon,33120,Wings of the Ocean,146,-1.1938190460205,44.659389095147
2540,Dépollution  Wings of the Ocean - Martigues Marché,Ramassage,Opération Wings of the Ocean - Etang de Berre,,,2023-09-03,Lagune et étang côtier/Digue et ouvrage/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Martigues,13500,Wings of the Ocean,146,5.0584316255299,43.402967254763
2539,Dépollution  Wings of the Ocean - Plage du Jai,Ramassage,Opération Wings of the Ocean - Etang de Berre,,,2023-09-02,"Lagune et étang côtier/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Châteauneuf-les-Martigues,13220,Wings of the Ocean,146,5.1535427578528,43.408015715716
2538,Dépollution - Ile des trois Frères (digue),Ramassage,Opération Wings of the Ocean - Etang de Berre,,,2023-09-01,Lagune et étang côtier/Digue et ouvrage/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Châteauneuf-les-Martigues,13220,Wings of the Ocean,146,5.1150906087605,43.404281983143
2537,World cleanup day au Port St-Louis du Mourillon - Toulon,Ramassage,World Cleanup Day,,Plages de Pipady au Mourillon,2023-09-30,Mer - Océan/Mer - Océan/Flottant et Fond,Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83090,Mordus Spearfishing,238,5.9374237060547,43.107081264717
2536,Collecte de déchets sauvages - Plage vieille chapelle - Marseille,Ramassage,,"Plage vieille chapelle, face au pub le ""Red Lion"".",,2023-09-09,Mer - Océan/Mer - Océan/Flottant et Fond,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Marseille,13008,Mordus Spearfishing,238,5.3743447334273,43.254905480337
2534,Dépollution du camping la Lézardière TOULON MS,Ramassage,Opération Wings of the Ocean - Mission Sud,,,2023-09-01,Zone naturelle ou rurale (hors littoral et montagne)/Sentier et chemin/Présent au sol (abandonné),Région Sud Provence Alpes Côtes D'Azur,Var,2,La Valette-du-Var,83160,Wings of the Ocean,146,5.9951984882355,43.128526455669
2533,Ramassage septembre Ar Viltansoù + Pique-nique partagé ZD Avant-port du Conquet,Ramassage,,,,2023-09-03,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Bretagne,Finistère,2,Le Conquet,29217,Association Ar Viltansoù,397,-4.7745037078857,48.364069724275
2530,Ramassage Promenade des Cabilloules,Ramassage,Opération Wings of the Ocean - Etang de Thau,,,2023-08-31,Lagune et étang côtier/Port/Présent au sol (abandonné) et échoué,Occitanie,Hérault,3,Sète,34200,Wings of the Ocean,146,3.6575567722321,43.402445122781
2529,Dépollution - Ile des Trois Frères,Ramassage,Opération Wings of the Ocean - Etang de Berre,,,2023-08-19,"Lagune et étang côtier/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Châteauneuf-les-Martigues,13220,Wings of the Ocean,146,5.1151493474026,43.404490680614
2528,Dépollution - Ile des Trois Frères,Ramassage,Opération Wings of the Ocean - Etang de Berre,,,2023-08-19,Lagune et étang côtier/Digue et ouvrage/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Châteauneuf-les-Martigues,13220,Wings of the Ocean,146,5.1151553686213,43.404510203337
2527,Dépollution - Marché de Martigues,Ramassage,Opération Wings of the Ocean - Etang de Berre,,,2023-08-20,Lagune et étang côtier/Digue et ouvrage/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Martigues,13500,Wings of the Ocean,146,5.0584118077313,43.402971927599
2526,Dépollution - Ile des Trois Frères - petite plage,Ramassage,Opération Wings of the Ocean - Etang de Berre,,,2023-08-18,"Lagune et étang côtier/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Châteauneuf-les-Martigues,13220,Wings of the Ocean,146,5.1178169902414,43.404331254918
2525,Ramassage Parc Aquatechnique 27/08/23,Ramassage,Opération Wings of the Ocean - Etang de Thau,,,2023-08-27,Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué,Occitanie,Hérault,3,Sète,34200,Wings of the Ocean,146,3.707440495491,43.422813893227
2524,Ramassage Môle Saint-Louis,Ramassage,Opération Wings of the Ocean - Etang de Thau,,,2023-08-30,Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué,Occitanie,Hérault,3,Sète,34200,Wings of the Ocean,146,3.6965274808608,43.395250378375
2523,Dépollution - Ile des Trois Frères,Salons,Opération Wings of the Ocean - Etang de Berre,,,2023-08-18,,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,0,Châteauneuf-les-Martigues,13220,Wings of the Ocean,146,5.1178156396418,43.404293206649
2522,Dépollution - Ile des Trois Frères,Ramassage,Opération Wings of the Ocean - Etang de Berre,,,2023-08-18,"Lagune et étang côtier/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Châteauneuf-les-Martigues,13220,Wings of the Ocean,146,5.1170517801074,43.404162808493
2521,MZD 2023 Station des Monts d'Olmes : Journée Ramassage des Déchets,Ramassage,Montagne Zéro Déchet,,,2023-08-26,Montagne/Station de ski/Présent au sol (abandonné),Occitanie,Ariège,2,Montferrier,09300,Mountain Riders,102,1.7436504388302,42.843759550515
2520,Dépollution - Marché de Martigues,Ramassage,Opération Wings of the Ocean - Etang de Berre,,,2023-08-13,Lagune et étang côtier/Digue et ouvrage/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Martigues,13500,Wings of the Ocean,146,5.058464320191,43.402978196979
2519,Collecte Barcaghju,Ramassage,,,La plage de Barcaggio,2023-08-21,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Corse,Haute-Corse,4,Granaggiolo,20275,Mare Vivu,63,9.4144055844663,43.006615946969
2518,Collecte Farinole,Ramassage,,,La plage de Farinole,2023-08-16,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Corse,Haute-Corse,4,Farinole,20253,Mare Vivu,63,9.3438548978884,42.73383346065
2517,Nettoyage de la plage de l'Héliport,Ramassage,,,Héliport,2023-09-14,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Hauts de France,Nord,2,Dunkerque,59140,CPIE Flandre Maritime,584,2.3473191261292,51.052523437939
2516,Dépollution plage du petit nice,Ramassage,Opération Wings of the Ocean - Bassin d'Arcachon,,,2023-08-27,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Nouvelle Aquitaine,Gironde,3,La Teste-de-Buch,33260,Wings of the Ocean,146,-1.2525272369385,44.535062716123
2515,Dépollution du Port de BANDOL MS,Ramassage,Opération Wings of the Ocean - Mission Sud,,,2023-08-25,Mer - Océan/Mer - Océan/Flottant et Fond,Région Sud Provence Alpes Côtes D'Azur,Var,2,Bandol,83150,Wings of the Ocean,146,5.7572865486145,43.134327091292
2514,Dépollution Dunkerque - FRAC,Ramassage,,,,2023-08-26,Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué,Hauts de France,Nord,2,Dunkerque,59140,Wings of the Ocean,146,2.3772726675543,51.047998615534
2513,Dépollution Plage de la Salie Nord,Ramassage,Opération Wings of the Ocean - Bassin d'Arcachon,,,2023-08-25,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Nouvelle Aquitaine,Gironde,3,La Teste-de-Buch,33260,Wings of the Ocean,146,-1.2445878982544,44.555397383184
2512,Ramassage Marché oriental île de Thau,Ramassage,Opération Wings of the Ocean - Etang de Thau,,,2023-08-25,Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué,Occitanie,Hérault,3,Sète,34200,Wings of the Ocean,146,3.6676526069641,43.41553259456
2511,Collecte de déchets,Ramassage,,,,2023-08-24,"Cours d'eau/Plage (sable, galets, gravillons)/Echoué",Normandie,Seine-Maritime,2,Dieppe,76200,ESTRAN Cité de la Mer,657,1.0697507858276,49.927047778987
2510,MZD 2023 Tignes : Chouchoute ta montagne,Ramassage,Montagne Zéro Déchet,,,2023-08-24,Montagne/Station de ski/Présent au sol (abandonné),Auvergne Rhône Alpes,Savoie,2,Tignes,73320,Mountain Riders,102,6.906623840332,45.467986465837
2509,Dépollution du Port de BANDOL MS,Ramassage,Opération Wings of the Ocean - Mission Sud,,,2023-08-24,Mer - Océan/Mer - Océan/Flottant et Fond,Région Sud Provence Alpes Côtes D'Azur,Var,2,Bandol,83150,Wings of the Ocean,146,5.7574582099915,43.134358408876
2508,Dépollution Port de BANDOL MS,Ramassage,Opération Wings of the Ocean - Mission Sud,,,2023-08-23,Mer - Océan/Mer - Océan/Flottant et Fond,Région Sud Provence Alpes Côtes D'Azur,Var,2,Bandol,83150,Wings of the Ocean,146,5.7575440406799,43.134577631513
2507,Crique de la Nau 24/08,Ramassage,Opération Wings of the Ocean - Etang de Thau,,,2023-08-24,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Occitanie,Hérault,3,Sète,34200,Wings of the Ocean,146,3.6819541454315,43.393951890356
2506,"MZD 2023 Les Arcs, La folie Douce : Éco-Party avec Carlsberg",Ramassage,Montagne Zéro Déchet,,,2023-08-11,Montagne/Station de ski/Présent au sol (abandonné),Auvergne Rhône Alpes,Savoie,2,Bourg-Saint-Maurice,73700,Mountain Riders,102,6.7850017547607,45.571438197472
2505,Dépollution Dunkerque - Jardin des Sculptures,Ramassage,Opération Wings of the Ocean - Scylla,,,2023-08-23,Zone urbaine/Parc urbain - Jardin public/Présent au sol (abandonné),Hauts de France,Nord,2,Dunkerque,59140,Wings of the Ocean,146,2.3816201976751,51.046902710586
2504,"Adopt'1 Spot Les Arcs, La Folie Douce : #2",Ramassage,Montagne Zéro Déchet,,La folie Douce - Les Arcs,2023-08-11,Montagne/Station de ski/Présent au sol (abandonné),Auvergne Rhône Alpes,Savoie,2,Bourg-Saint-Maurice,73700,Mountain Riders,102,6.7849373810705,45.571534190109
2503,MZD 2023 Méribel Mottaret : Ramassage de déchets depuis Mottaret,Ramassage,Montagne Zéro Déchet,,,2023-08-16,Montagne/Station de ski/Présent au sol (abandonné),Auvergne Rhône Alpes,Savoie,2,Les Allues,73550,Mountain Riders,102,6.5806817982372,45.371969614295
2502,Dépollution du Port de BANDOL MS,Ramassage,Opération Wings of the Ocean - Mission Sud,,,2023-08-22,Mer - Océan/Mer - Océan/Flottant et Fond,Région Sud Provence Alpes Côtes D'Azur,Var,2,Bandol,83150,Wings of the Ocean,146,5.7573401927948,43.134007308483
2501,plus de 60 pneus à retirer de la nature pour la World Clean Up Day !,Ramassage,World Cleanup Day,,,2023-09-17,Zone naturelle ou rurale (hors littoral et montagne)/Forêt/Présent au sol (abandonné),Région Sud Provence Alpes Côtes D'Azur,Var,2,Le Revest-les-Eaux,83200,Chercheurs en herbe,36,5.9276218410378,43.186753639281
2500,Ramassage Haumi 31/07/23,Ramassage,,,Bord Lagon Haumi,2023-07-31,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Echoué",Polynésie française,,3,Moorea-Maiao,,Les Bourdons de Moorea,589,-149.7940698266,-17.567230532396
2499,Ramassage Vaiare 31/07/23 - Services techniques,Ramassage,,,Bord Lagon Vaiare - Services techniques,2023-07-31,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Echoué",Polynésie française,,3,Moorea-Maiao,,Les Bourdons de Moorea,589,-149.77607220411,-17.525457717421
2498,Dépollution Dunkerque - Place Malo-les-Bains (Summer Kite),Ramassage,,,,2023-08-20,"Littoral (terrestre)/Espace naturel en arrière plage/côte (calanques, colline …)/Présent au sol (abandonné)",Hauts de France,Nord,2,Dunkerque,59240,Wings of the Ocean,146,2.3883335710434,51.049926691223
2497,Collecte caractérisation des déchets au lac de Montendre avec les jeunes de la Maison des Batteleurs,Ramassage,,,,2023-08-17,Lac et Marais/Berge naturelle (hors plage)/Présent au sol (abandonné),Nouvelle Aquitaine,Charente-Maritime,3,Montendre,17130,Environat,108,-0.39838314056396,45.271885001614
2496,Collecte de déchets dans le quartier du Val Druel,Ramassage,,,,2023-08-17,Zone urbaine/Parc urbain - Jardin public/Présent au sol (abandonné),Normandie,Seine-Maritime,2,Dieppe,76371,ESTRAN Cité de la Mer,657,1.0706520080566,49.913744267962
2495,Collecte de déchets dans le quartier de Janval,Ramassage,,,,2023-08-10,"Zone urbaine/Route, rue, place/Présent au sol (abandonné)",Normandie,Seine-Maritime,2,Dieppe,76200,ESTRAN Cité de la Mer,657,1.084578037262,49.90766549965
2494,Ramassage Le Barrou 17/08/23,Ramassage,Opération Wings of the Ocean - Etang de Thau,"Ramassage avec Cat Farm, 24 erasmus.",,2023-08-17,"Lagune et étang côtier/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Occitanie,Hérault,3,Sète,34200,Wings of the Ocean,146,3.6736553907394,43.41668358929
2493,Dépollution Dunkerque - Quai des Hollandais et de la Citadelle,Ramassage,Opération Wings of the Ocean - Scylla,,,2023-08-18,Littoral (terrestre)/Port/Présent au sol (abandonné),Hauts de France,Nord,2,Dunkerque,59140,Wings of the Ocean,146,2.3755718115171,51.03844034546
2492,demo test,Autre,,,,2023-08-03,,Occitanie,Hérault,3,Sète,34200,Wings of the Ocean,146,3.6739754676273,43.416180474237
2491,Asso Traverse au Maroc 3,Ramassage,,,,2023-08-06,Littoral (terrestre)/Port/Présent au sol (abandonné) et échoué,,Cercle de Tiznit دائرة تزنيت,2,Aglou اثنين أغلو,85004,Plaisanciers labellisés Wings of the Ocean,628,-9.8354845045196,29.803393496006
2490,Nettoyage de la plage de Petit Havre,Ramassage,,"Cette zone de nettoyage est composé de différents milieux: parking, plage et forêt sèche.",Plage de Petit Havre,2023-08-19,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Guadeloupe,,2,Le Gosier,97190,Ecole de la Mer,335,-61.425732135904,16.209591225616
2489,"Dépollution Plage du Port Saint Jean, LA CIOTAT MS",Ramassage,Opération Wings of the Ocean - Mission Sud,,,2023-08-17,Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,La Ciotat,13600,Wings of the Ocean,146,5.6270438432693,43.187088032266
2488,Dépollution Dunkerque - Place Jean Bart,Ramassage,Opération Wings of the Ocean - Scylla,,,2023-08-16,"Zone urbaine/Route, rue, place/Présent au sol (abandonné)",Hauts de France,Nord,2,Dunkerque,59140,Wings of the Ocean,146,2.3774936509471,51.034713778175
2487,Dépollution Plage Cyrnos LA CIOTAT MS,Ramassage,Opération Wings of the Ocean - Mission Sud,Plage de Cyrnos,,2023-08-15,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,La Ciotat,13600,Wings of the Ocean,146,5.6173959374428,43.183894661612
2486,Dépollution - Plage Malo-les-Bains,Ramassage,Opération Wings of the Ocean - Scylla,,,2023-08-13,Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué,Hauts de France,Nord,3,Dunkerque,59240,Wings of the Ocean,146,2.3807734250749,51.048399278942
2485,Collecte Saleccia,Ramassage,,,La plage de Saleccia,2023-08-09,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Corse,Haute-Corse,4,Santo-Pietro-di-Tenda,20246,Mare Vivu,63,9.2065172192815,42.727265924416
2484,Collecte l'Ostriconi,Ramassage,,,,2023-06-20,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Corse,Haute-Corse,4,Palasca,20226,Mare Vivu,63,9.0602960572141,42.661656559821
2483,Mobilisation écocitoyenne,Ramassage,,,,2023-08-28,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné)",Bretagne,,2,,,Collectif Grek Nature et Patrimoine,565,-3.4552001953125,47.59030452904
2482,"Ramassage Collège Joseph d'Arbaud, 13300 Salon de Provence",Ramassage,,,,2023-03-10,Zone urbaine/Parc urbain - Jardin public/Présent au sol (abandonné),Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Salon-de-Provence,13300,Le Naturoscope,10,5.1054453849792,43.625340247379
2481,Je nettoie mon Hôpital ! 2023,Ramassage,,"Le site est accessible :
-par le tram B arrêt « La Tronche-Hôpital »
-par le bus ligne 13 arrêt « La Tronche-Hôpital »
-l’accès en voiture est possible mais le stationnement est payant à l’intérieur du CHUGA pour les non professionnel.les",,2023-09-30,Zone urbaine/Parc urbain - Jardin public/Présent au sol (abandonné),Auvergne Rhône Alpes,Isère,2,La Tronche,38700,Centre Hospitalier Universitaire Grenoble Alpes,509,5.7417270541191,45.202170712131
2480,Collecte SUAGA 3  CAP LEUCATE-LA FRANQUI,Ramassage,,,,2023-08-09,Littoral (terrestre)/Port/Présent au sol (abandonné) et échoué,Occitanie,Aude,2,Leucate,11370,Plaisanciers labellisés Wings of the Ocean,628,3.0374908455997,42.937485489136
2479,Grand ramassage de déchets sur la plage de Malo-les-Bains / DK Clean Up #5ème édition,Ramassage,,"Derrière le Kursaal, au coeur du Village du Futur #3",,2023-08-27,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Hauts de France,Nord,2,Dunkerque,59240,DK Clean Up,668,2.3883295168707,51.049896073314
2478,Jardin et Parking de la Citadelle,Ramassage,Opération Wings of the Ocean - Scylla,,,2023-08-10,"Zone urbaine/Route, rue, place/Présent au sol (abandonné)",Hauts de France,Nord,3,Dunkerque,59140,Wings of the Ocean,146,2.3735441178178,51.040763162644
2475,World Cleanup Day 2023 - Orvault Cholière,Ramassage,World Cleanup Day,,,2023-09-16,"Zone urbaine/Route, rue, place/Présent au sol (abandonné)",Pays de la Loire,Loire-Atlantique,3,Orvault,44700,EcoTerre Orvault,662,-1.6106489255253,47.251723534963
2474,Pirates du Plastique - Plage de la Maronaise,Ramassage,Pirates du Plastique,"Coordonnées GPS : 43.21433304387862, 5.343067578911703",Plage de la Maronaise,2023-08-22,"Littoral (terrestre)/Espace naturel en arrière plage/côte (calanques, colline …)/Présent au sol (abandonné)",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13008,Parc national des Calanques,124,5.3431078791618,43.214554288713
2473,Pirates du Plastique - En-Vau,Ramassage,Pirates du Plastique,"Coordonnées GPS de Port-Pin : 43.20390832763587, 5.510683848417849
Coordonnées GPS d'En-Vau : 43.20240479876577, 5.498004253793727",,2023-08-10,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné)",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13009,Parc national des Calanques,124,5.4980537295342,43.202358298098
2472,Pirates du Plastique - Port-Pin,Ramassage,Pirates du Plastique,"Coordonnées GPS de Port-Pin : 43.20390832763587, 5.510683848417849
Coordonnées GPS d'En-Vau : 43.20240479876577, 5.498004253793727",,2023-08-10,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné)",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Cassis,13260,Parc national des Calanques,124,5.5106762051582,43.203990538259
2471,Nettoyage de plage à Erdeven avec Les Mains Dans Le Sable,Ramassage,World Cleanup Day,,,2023-09-16,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Bretagne,Morbihan,2,Erdeven,56410,Les Mains Dans Le Sable,275,-3.1679892539978,47.611299149343
2470,Pirates du Plastique - Plage de la Maronaise,Ramassage,Pirates du Plastique,"Coordonnées GPS : 43.21433304387862, 5.343067578911703",,2023-08-08,"Littoral (terrestre)/Espace naturel en arrière plage/côte (calanques, colline …)/Présent au sol (abandonné)",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13008,Parc national des Calanques,124,5.343145430088,43.214541582643
2469,Collecte Suarga à Canaques 2,Ramassage,,,,2023-08-07,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",,Alt Empordà,2,Cadaqués,17488,Plaisanciers labellisés Wings of the Ocean,628,3.2784461963092,42.282236243918
2468,Dépollution - Parc de la Marine,Ramassage,Opération Wings of the Ocean - Scylla,,,2023-08-08,Zone urbaine/Parc urbain - Jardin public/Présent au sol (abandonné),Hauts de France,Nord,3,Dunkerque,59140,Wings of the Ocean,146,2.3728694112015,51.034461814054
2467,Collecte de déchets dans le quartier de Neuville,Ramassage,,,,2023-08-03,"Zone urbaine/Route, rue, place/Présent au sol (abandonné)",Normandie,Seine-Maritime,2,Dieppe,76200,ESTRAN Cité de la Mer,657,1.1064219474792,49.928859058994
2466,Dépollution - Rue Couraye & Gare de Granville,Ramassage,Opération Wings of the Ocean - Scylla,,,2023-08-01,"Zone urbaine/Route, rue, place/Présent au sol (abandonné)",Normandie,Manche,2,Granville,50400,Wings of the Ocean,146,-1.6015040874481,48.834696479477
2465,Opération mégots marché de Granville,Ramassage,,,,2023-07-29,Littoral (terrestre)/Parc urbain - Jardin public/Présent au sol (abandonné),Normandie,Manche,2,Granville,50400,Wings of the Ocean,146,-1.5967297554016,48.838475685206
2464,Ramassage estival des déchets - Calanques de Port-Pin et En-Vau 2023,Ramassage,,,Calanque d'En Vau,2023-07-31,"Littoral (terrestre)/Espace naturel en arrière plage/côte (calanques, colline …)/Présent au sol (abandonné)",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13009,ONF,2,5.4975843429565,43.203101441716
2463,Ramassage estival des déchets - Calanques de Port-Pin et En-Vau 2023,Ramassage,,,Calanque de Port Pin,2023-07-31,"Littoral (terrestre)/Espace naturel en arrière plage/côte (calanques, colline …)/Présent au sol (abandonné)",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Cassis,13260,ONF,2,5.5107164382935,43.204049008489
2462,Ramassage estival des déchets - Calanques d'En-Vau 2023,Ramassage,,,Calanque d'En Vau,2023-07-28,"Littoral (terrestre)/Espace naturel en arrière plage/côte (calanques, colline …)/Présent au sol (abandonné)",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13009,ONF,2,5.4982227087021,43.202452451712
2461,Ramassage estival des déchets - Calanques de Port-Pin et En-Vau 2023,Ramassage,,,Calanque de Port Pin,2023-07-24,"Littoral (terrestre)/Espace naturel en arrière plage/côte (calanques, colline …)/Présent au sol (abandonné)",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Cassis,13260,ONF,2,5.5106574296951,43.204064099542
