ID_EVENEMENT,NOM_EVENEMENT,TYPE_EVENEMENT,EVENEMENT_ENVERGURE,NOM_ZONE,NOM_SPOT_A1S,DATE,TYPES_MILIEUX,REGION,DEPARTEMENT,NIVEAU_CARAC,NOM_VILLE,CODE_POSTAL,NOM_STRUCTURE,ID_STRUCTURE,COORD_GPS_X,COORD_GPS_Y
770,Ramassage de déchets sur la route puis la piste allant au col de Sugiton,Ramassage,,,,2021-07-21,Zone naturelle ou rurale (hors littoral et montagne)/Sentier et chemin/Présent au sol (abandonné),Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13009,Scouts et Guides de France,152,5.43196,43.238187
769,Ramassage DCSMM - Plage de Pomègue (ILE DU FRIOUL),Ramassage,,,Plage du Port de Pomègues,2018-04-27,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Echoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Marseille,13007,MerTerre,145,5.2994173765183,43.269849890213
768,MAYOURI POINTE LIBERTE,Ramassage,,Avenue du débarcadère. A droite après le Pont du Larivot (Macouria),,2021-08-14,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Guyane,,1,Macouria,97355,COMMUNAUTE D'AGGLOMERATION DU CENTRE LITTORAL DE GUYANE,325,-52.371863722801,4.9128011883912
767,Ramassage-F.Villon-Résidence Plein Ciel,Ramassage,Rivières Propres,,,2021-06-03,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Marseille,13011,EPAGE HuCA,251,5.4379159212112,43.286237434941
766,Nettoyage sous-marin plage des Jeunes Villefranche-sur-mer,Ramassage,,,,2021-07-18,Mer - Océan/Mer - Océan/Fond,Région Sud Provence Alpes Côtes D'Azur,Alpes-Maritimes,1,Villefranche-sur-Mer,06230,Bleu gorgone,116,7.3204479186097,43.703180399396
765,Ramassage-Aubagne-CdL-16 juin,Ramassage,Rivières Propres,,,2021-06-16,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Aubagne,13400,EPAGE HuCA,251,5.5546027421951,43.28946675188
764,Veillée SGDF ramassage de déchets à Sugiton,Ramassage,,,Calanque de Sugiton (forêt),2021-07-19,,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13009,Scouts et Guides de France,152,5.455593,43.21048
763,Veillée SGDF ramassage de déchets à Sugiton,Ramassage,,,Calanques de Sugiton (plage),2021-07-19,Littoral (terrestre)/Rocher et crique/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13009,Scouts et Guides de France,152,5.455593,43.21048
762,dépollution ile des trois frères,Ramassage,Opération Wings of the Ocean - Etang de Berre,,Îles des Trois Frères,2021-07-14,Lagune et étang côtier/Digue et ouvrage/Echoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Châteauneuf-les-Martigues,13220,Wings of the Ocean,146,5.1148921251297,43.404500398326
761,Opération ramassage des déchets au Lac d'Aignan,Ramassage,Opération Pavillon bleu Occitanie,,,2021-07-08,Lac et Marais/Berge naturelle (hors plage)/Présent au sol (abandonné),Occitanie,Gers,2,Aignan,32290,Office de Tourisme Cœur Sud-Ouest,267,0.082877,43.697396
760,"Préservons La Mer, Argelès-sur-Mer (groupe 2)",Ramassage,Opération Pavillon bleu Occitanie,,,2021-07-02,Littoral (terrestre)/Multi-lieux/Présent au sol (abandonné),Occitanie,Pyrénées-Orientales,2,Argelès-sur-Mer,66700,Argelès-sur-Mer,311,3.022922,42.546208
759,Dépollution Ile des Trois Frères,Ramassage,Opération Wings of the Ocean - Etang de Berre,,Îles des Trois Frères,2021-07-11,Lagune et étang côtier/Digue et ouvrage/Echoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Châteauneuf-les-Martigues,13220,Wings of the Ocean,146,5.1147902011871,43.404452168468
758,Ramassage DCSMM - Plage de Pomègue (ILE DU FRIOUL),Ramassage,,,Plage du Port de Pomègues,2018-06-18,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Marseille,13007,MerTerre,145,5.2996373176575,43.269468442462
757,Ramassage DCSMM - Plage de Pomègue (ILE DU FRIOUL),Ramassage,,,Plage du Port de Pomègues,2018-09-27,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Marseille,13007,MerTerre,145,5.2994656562805,43.269749676491
756,Ramassage des déchets sur la plage,Ramassage,Opération Pavillon bleu Occitanie,Structure dite de l'Archipel,,2021-07-07,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Occitanie,Hérault,2,Valras-Plage,34350,Valras-Plage,317,3.2904417504324,43.243266674082
755,Collecte de déchets avec les jeunes en vacances à la Gravelle,Ramassage,,,,2021-07-13,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Nouvelle Aquitaine,Charente-Maritime,4,Saint-Dizant-du-Gua,17240,Environat,108,-0.75238108634949,45.420606651981
754,Ramassage-Arkema-Marseille-28juin2021,Ramassage,Rivières Propres,,,2021-06-28,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Marseille,13011,EPAGE HuCA,251,5.5015003681183,43.283725761052
753,Ramassage Roquevaire- Ecole Lei Barquieu- 04 juin 2021,Ramassage,Rivières Propres,,,2021-06-04,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Roquevaire,13360,EPAGE HuCA,251,5.6014823913574,43.33976186184
752,Actions de ramassage et d'observation des déchets,Ramassage,,,,2021-07-10,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné)",Occitanie,Hérault,2,Palavas-les-Flots,34250,Océan Protection France,321,3.933501,43.528901
751,opération village propre,Ramassage,Opération Pavillon bleu Occitanie,,,2021-07-03,Cours d'eau/Multi-lieux/Présent au sol (abandonné) et échoué,Occitanie,Tarn-et-Garonne,2,Laguépie,82250,LAGUEPIE,309,1.971067,44.144171
750,Opération Régionale de ramassage et d'observation des déchets,Ramassage,Opération Pavillon bleu Occitanie,Tout au bout du parking,,2021-07-08,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné),Occitanie,Pyrénées-Orientales,2,Le Barcarès,66420,Le Barcares,277,3.0377224087715,42.780393558065
749,BLUE FLAG MEDITERRANEAN WEEK,Ramassage,Opération Pavillon bleu Occitanie,,,2021-07-08,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Occitanie,Hérault,2,Vias,34450,VIAS,310,3.4159541130066,43.29046367611
748,Collecte de déchets à Cassis avec le Jellyfishbot et le Naturoscope !,Ramassage,,,,2021-07-09,Littoral (terrestre)/Port/Flottant,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Cassis,13260,IADYS,172,5.536473,43.213533
747,"Ensemble, nettoyons la nature : vendredi 9 juillet 2021",Ramassage,Opération Pavillon bleu Occitanie,Manifestation non-ouverte au public,,2021-07-09,Multi-lieux/Multi-lieux/Présent au sol (abandonné),Occitanie,Pyrénées-Orientales,2,Saint-Cyprien,66750,Commune de Saint-Cyprien,303,2.999385,42.615139
746,Dépollution lac de Daumesnil- Paris,Ramassage,,,,2021-07-03,Zone urbaine/Parc urbain - Jardin public/Présent au sol (abandonné),Ile de France,,2,Paris,75012,Wings of the Ocean,146,2.408481,48.834895
745,Opération régionale de ramassage et observation des déchets,Ramassage,Opération Pavillon bleu Occitanie,Plage de l'Espiguette,,2021-06-30,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Occitanie,Gard,2,Le Grau-du-Roi,30240,MAIRIE DE LE GRAU DU ROI,313,4.1244542598724,43.505173121242
744,La Vieille Chapelle - 2ème Édition,Ramassage,,,,2021-07-11,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13008,Clean my Calanques,21,5.3735160827637,43.248148976735
742,Nage de ramassage sur le Vallon des Auffes,Ramassage,Les nages Mer Veille,Vallon des Auffes,,2021-09-25,Mer - Océan/Mer - Océan/Flottant,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13007,Mer Veille,259,5.3513867851143,43.285469519557
741,Nage de ramassage sur l'anse de la Maronaise,Ramassage,Les nages Mer Veille,,,2021-09-11,Mer - Océan/Mer - Océan/Flottant,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13008,Mer Veille,259,5.3430118559481,43.214921358594
740,Nage de ramassage sur le cap Croisette,Ramassage,Les nages Mer Veille,Cap Croisette,,2021-08-29,Mer - Océan/Mer - Océan/Flottant,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13008,Mer Veille,259,5.336444,43.214853
739,World Cleanup Day - nage de ramassage sur Borely - 3ème passage,Ramassage,Les nages Mer Veille,Digue de l'escale Borely,Digue Borély,2021-09-18,Mer - Océan/Mer - Océan/Flottant,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13008,Mer Veille,259,5.3728981014137,43.2550840794
737,Nage de ramassage calanque de Saména,Ramassage,Les nages Mer Veille,Calanque de Saména,,2021-07-21,Mer - Océan/Mer - Océan/Flottant,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13008,Mer Veille,259,5.3494191169739,43.228943105454
736,Nage de ramassage sur Port Pin/En-Vau,Ramassage,Les nages Mer Veille,Calanque de Port Pin ou d'En Vau.,,2021-08-15,Mer - Océan/Mer - Océan/Flottant,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Cassis,13260,Mer Veille,259,5.510870932485,43.203908326337
735,!! COMPLET!! Nage de ramassage sur Sormiou,Ramassage,Les nages Mer Veille,Calanque de Sormiou,,2021-09-05,Mer - Océan/Mer - Océan/Flottant,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13009,Mer Veille,259,5.4199891074677,43.209953553077
734,Nage de ramassage sur Morgiou,Ramassage,Les nages Mer Veille,Calanque de morgiou.,,2021-08-06,Mer - Océan/Mer - Océan/Flottant,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13009,Mer Veille,259,5.4433811899071,43.212933400762
733,Nage de ramassage sur Sormiou,Ramassage,Les nages Mer Veille,Calanque de Sormiou.,,2021-07-28,Mer - Océan/Mer - Océan/Flottant,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13009,Mer Veille,259,5.4199633593089,43.209937914493
732,Nage de ramassage sur Port Pin/En-Vau,Ramassage,Les nages Mer Veille,Calanque de Port Pin ou d'En Vau.,,2021-07-18,Mer - Océan/Mer - Océan/Flottant,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Cassis,13260,Mer Veille,259,5.5108880996704,43.203972746727
731,Ramassage DCSMM - Plage Napoléon (PORT-ST-LOUIS-DU-RHONE),Ramassage,,,Plage de Napoléon,2018-06-20,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Port-Saint-Louis-du-Rhône,13230,MerTerre,145,4.8826503753662,43.354316212417
730,Ramassage DCSMM - Plage Napoléon (PORT-ST-LOUIS-DU-RHONE),Ramassage,,,Plage de Napoléon,2018-10-19,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Port-Saint-Louis-du-Rhône,13230,MerTerre,145,4.8673725128174,43.344829241327
729,Nage de ramassage sur Borely - le retour,Ramassage,Les nages Mer Veille,Digue de l'escale Borely,Digue Borély,2021-07-07,Mer - Océan/Mer - Océan/Flottant,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13008,Mer Veille,259,5.3738679812523,43.254982840902
728,"Préservons La Mer, Argelès-sur-Mer",Ramassage,Opération Pavillon bleu Occitanie,,,2021-07-02,Littoral (terrestre)/Multi-lieux/Présent au sol (abandonné) et échoué,Occitanie,Pyrénées-Orientales,2,Argelès-sur-Mer,66700,Argelès-sur-Mer,311,3.044453,42.565063
727,Collecte de déchets avec des jeunes MJC,Ramassage,,,,2021-07-21,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Var,2,Hyères,83400,CIETM,203,6.151271,43.034557
725,Nettoyage du littoral et des fonds marins plages du Mourillon - Anse Tabarly - Toulon,Ramassage,,,Plages de Pipady au Mourillon,2021-07-04,"Mer - Océan/Mer - Océan/Fond;Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83041,Mordus Spearfishing,238,5.9539878148644,43.107540433386
724,Dépollution salin du lion Vitrolles,Ramassage,Opération Wings of the Ocean - Etang de Berre,,,2021-07-07,Lagune et étang côtier/Canaux et Salins/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Vitrolles,13127,Wings of the Ocean,146,5.227204,43.456163
723,Dépollution plage de figuerolles,Ramassage,Opération Wings of the Ocean - Etang de Berre,,,2021-06-26,"Lagune et étang côtier/Plage (sable, galets, gravillons)/Présent au sol (abandonné)",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Martigues,13500,Wings of the Ocean,146,5.0543546676636,43.445803690633
722,Dépollution ile des trois frères,Ramassage,Opération Wings of the Ocean - Etang de Berre,,Îles des Trois Frères,2021-06-21,Lagune et étang côtier/Digue et ouvrage/Echoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Châteauneuf-les-Martigues,13220,Wings of the Ocean,146,5.1147848367691,43.404414656329
721,Flottille des Pirates du plastique,Ramassage,Pirates du Plastique,,,2021-06-27,Littoral (terrestre)/Rocher et crique/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13007,Parc national des Calanques,124,5.306659,43.276024
720,D219,Ramassage,,,,2021-06-18,"Zone urbaine/Route, rue, place/Présent au sol (abandonné)",Grand Est,Bas-Rhin,2,Ernolsheim-lès-Saverne,67330,SoS Pla'nette,274,7.3895359048038,48.798824059193
719,Col de Saverne,Ramassage,,,,2021-06-23,Zone naturelle ou rurale (hors littoral et montagne)/Route/Présent au sol (abandonné),Grand Est,Bas-Rhin,1,Saverne,67700,SoS Pla'nette,274,7.3428010949283,48.75197818083
718,Horizons 2021 Roscoff,Ramassage,,,,2021-06-11,Littoral (terrestre)/Port/Présent au sol (abandonné),Bretagne,Finistère,4,Roscoff,29680,Horizons Naviguer et Partager,292,-3.966982,48.722013
717,Dimbstahl SoS et l'école,Ramassage,,"9, rue principale",,2021-06-25,"Zone urbaine/Route, rue, place/Présent au sol (abandonné)",Grand Est,Bas-Rhin,2,Dimbsthal,67440,SoS Pla'nette,274,7.3576891423363,48.672360846827
716,Nettoyage sous-marin devant la Citadelle,Ramassage,,,,2021-06-23,Mer - Océan/Mer - Océan/Fond,Région Sud Provence Alpes Côtes D'Azur,Alpes-Maritimes,1,Villefranche-sur-Mer,06230,Bleu gorgone,116,7.3103542265017,43.700487390131
715,Nettoyage sous-marin devant la Citadelle,Ramassage,,,,2021-06-09,Mer - Océan/Mer - Océan/Fond,Région Sud Provence Alpes Côtes D'Azur,Alpes-Maritimes,1,Villefranche-sur-Mer,06230,Bleu gorgone,116,7.3106288909912,43.700499800393
714,opération de nettoyage de plage,Ramassage,Opération Pavillon bleu Occitanie,nettoyage entre la plage des Karantes et le port de plaisance en passant par la laisse de mer.,,2021-06-27,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Occitanie,Aude,2,Narbonne,11100,Ville de Narbonne,306,3.1765696406364,43.166617397313
713,Ramassage-Domaine Vallée Verte- 24juin 2021,Ramassage,Rivières Propres,,,2021-06-24,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Marseille,13011,EPAGE HuCA,251,5.4958140850067,43.285881350277
712,Les Bassins versants,Ramassage,,cest le rond point après le feux rouge de la varrerie,,2021-06-26,Cours d'eau/Lit du cours d'eau (fond et/ou surface)/Fond,Région Sud Provence Alpes Côtes D'Azur,Var,2,Bormes-les-Mimosas,83230,Festival de plongée du Var Environnement,227,6.3120070690638,43.151880039621
711,Ramassage-Stade de la Botte-Lycée Joliot Curie,Ramassage,Rivières Propres,,,2021-05-31,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Aubagne,13400,EPAGE HuCA,251,5.5579179525375,43.290688805452
710,Ramassage et observation des déchets,Ramassage,Opération Pavillon bleu Occitanie,"Digues, berges et plages de Carnon",,2021-07-07,Littoral (terrestre)/Port/Présent au sol (abandonné),Occitanie,Hérault,2,Mauguio,34130,Mauguio Carnon,223,3.97291213274,43.545790669321
709,SWP x Expédition Pelagos,Ramassage,,"Adresse : 1310-1694 Avenue de la Corniche d'Azur, 83370 Fréjus 
Point gps : 9PWH+JR Fréjus",,2021-07-07,Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Var,2,Fréjus,83370,Sea What's Possible,78,6.7290508747101,43.395618758345
708,Bin'building,Ramassage,,,Anse de Maldormé,2021-07-13,Littoral (terrestre)/Rocher et crique/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Marseille,13001,Eurasia Net,159,5.379551,43.2972
331,CleanUp n°2 feat. Défi Monté Cristo (#40),Ramassage,,,,2021-06-27,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné)",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13008,Clean my Calanques,21,5.3727006912231,43.266362965916
230,Dépollution Saint Chamas Plage des cabassons,Ramassage,Opération Wings of the Ocean - Etang de Berre,,,2021-07-03,"Lagune et étang côtier/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Saint-Chamas,13250,Wings of the Ocean,146,5.031465505308,43.546289466522
686,Ramassage-Roquevaire-Centre de Loisirs-16 juin 2021,Ramassage,Rivières Propres,,,2021-06-16,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Roquevaire,13360,EPAGE HuCA,251,5.6027242541313,43.348979546975
468,Dépollution Saint Chamas Plage des cabassons,Ramassage,Opération Wings of the Ocean - Etang de Berre,,,2021-07-09,"Lagune et étang côtier/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Saint-Chamas,13250,Wings of the Ocean,146,5.031465505308,43.546289466522
656,Ramassage-Emmaüs St Marcel-IME les Ecureuils-17 juin 2021,Ramassage,Rivières Propres,,,2021-06-17,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Marseille,13011,EPAGE HuCA,251,5.461889,43.291147
49,Premier ramassage de déchets de l'été des SGDF à Sugiton,Ramassage,,,Calanque de Sugiton (forêt),2021-07-08,,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13009,Scouts et Guides de France,152,5.455593,43.21048
296,Premier ramassage de déchets de l'été des SGDF à Sugiton,Ramassage,,,Calanques de Sugiton (plage),2021-07-08,Littoral (terrestre)/Rocher et crique/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13009,Scouts et Guides de France,152,5.455593,43.21048
62,Nettoyage de plage à Saint-Pierre-Quiberon,Ramassage,,,,2021-07-04,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Bretagne,Morbihan,2,Saint-Pierre-Quiberon,56510,Les Mains Dans Le Sable,275,-3.1338842512923,47.546500574839
370,Pirates du Plastique au Frioul - ramassage de déchets flottants by IADYS,Ramassage,Pirates du Plastique,https://www.eventbrite.fr/e/billets-flottille-des-pirates-du-plastique-150913162331,,2021-06-27,Littoral (terrestre)/Port/Flottant,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Marseille,13002,IADYS,172,5.3742601835984,43.295159069018
587,Ramassage-secteur  Dromel- ADDAP13- 10 juin 2021,Ramassage,Rivières Propres,,,2021-06-10,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Marseille,13010,EPAGE HuCA,251,5.4091840982437,43.275466477345
40,Plage propre,Ramassage,,En collaboration avec Foncia 06,,2021-06-19,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné)",Région Sud Provence Alpes Côtes D'Azur,Alpes-Maritimes,2,Saint-Laurent-du-Var,06700,Chercheurs en herbe,36,7.1979761123657,43.656222562472
695,World Clean up day à Frontignan,Ramassage,World Cleanup Day,Plage des Aresquiers,,2021-09-18,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Occitanie,Hérault,2,Frontignan,34110,LPO Occitanie,117,3.812443614006,43.454554697445
319,Ramassage-Aubagne-Grand Public-19 juin 2021,Ramassage,Rivières Propres,,,2021-06-19,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Aubagne,13400,EPAGE HuCA,251,5.5691805481911,43.294071136231
384,Ramassage-Parc des défensions-Collège Nathalie Sarraute-14 juin 2021,Ramassage,Rivières Propres,,,2021-06-14,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Aubagne,13400,EPAGE HuCA,251,5.5725708603859,43.295044741639
362,Ramassage Beaudinard -Centre Canin-NAPPOLON-,Ramassage,Rivières Propres,,,2021-06-17,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Aubagne,13400,EPAGE HuCA,251,5.5899462103844,43.310480761712
310,Plage propre,Ramassage,,,Plages de Pipady au Mourillon,2021-06-19,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83041,Chercheurs en herbe,36,5.9485473507084,43.107468807729
91,Ramassage-Beaudinard Ecole- 17 juin 2021,Ramassage,Rivières Propres,,,2021-06-17,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Aubagne,13400,EPAGE HuCA,251,5.5899623036385,43.310453437876
655,Ramassage-Roquefort La bédoule- Opération garnd public- 29 mai 2021,Ramassage,Rivières Propres,,,2021-05-29,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Roquefort-la-Bédoule,13830,EPAGE HuCA,251,5.590489,43.247342
602,Ramassage-section Saint Loup-Ecole Parette Mazenaude- 03 juin 2021,Ramassage,Rivières Propres,,,2021-06-03,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Marseille,13011,EPAGE HuCA,251,5.4316261410713,43.284829985331
434,Ramassage-Section Fauge Maire-ASLP-02 juin 2021,Ramassage,Rivières Propres,,,2021-06-02,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Aubagne,13400,EPAGE HuCA,251,5.5948331952095,43.293412682433
274,Ramassage-Section Auriol-05 juin 2021,Ramassage,Rivières Propres,,,2021-06-05,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Auriol,13390,EPAGE HuCA,251,5.6484290957451,43.371358960888
505,Depollution Parc des Cygnes MARIGNANE,Ramassage,Opération Wings of the Ocean - Etang de Berre,,Parc des Cygnes,2021-06-20,Lagune et étang côtier/Digue et ouvrage/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Marignane,13700,Wings of the Ocean,146,5.1933467388153,43.411519381934
593,Ramassage - Section Parc Jean Claude Alexis- 02 juin 2021,Ramassage,Rivières Propres,,,2021-06-02,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,La Penne-sur-Huveaune,13821,EPAGE HuCA,251,5.5181929110131,43.2812888114
213,Depollution Martigues- Quai Kleber,Ramassage,Opération Wings of the Ocean - Etang de Berre,,,2021-06-19,Lagune et étang côtier/Digue et ouvrage/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Martigues,13500,Wings of the Ocean,146,5.0566989183426,43.405412373876
200,Ramassage section Beaudinard Ecole le 28 mai 2021,Ramassage,Rivières Propres,,,2021-05-28,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Aubagne,13400,EPAGE HuCA,251,5.5899488925934,43.310462159548
387,Les secrets de la laisse de mer,Ramassage,Pirates du Plastique,,,2021-06-16,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné)",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,Marseille,13008,Planète Mer,230,5.343063,43.216347
11,Dépollution plage de Figuerolles,Ramassage,Opération Wings of the Ocean - Etang de Berre,,,2021-05-04,"Lagune et étang côtier/Plage (sable, galets, gravillons)/Présent au sol (abandonné)",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Martigues,13500,Wings of the Ocean,146,5.0534534454346,43.44043265749
